"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"HJ5O5","111","Orth-Full","spring18","lab-synch","Male",20,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.34641666666667,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.6828,30.8436923076923,13.08,62.392,13,0,0,0,0,0,0,0,1,1,"Triangular",31.511,1,1,"Triangular",33.007,1,"Triangular",43.512,1,"Triangular",18.928,5,5,2.62763333333333,8,8,4.05516666666667
"HKBZP","114","Orth-Sparse","winter22","asynch","Female",18,"English","First","USA","I tried my best on each question","2","4","3","","",11.8608166666667,"1","chrome","1440","789","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.75611666666667,40.4128461538462,6.861,114.045,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",18.636,0,-1,"Orthogonal",85.263,0,"Orthogonal",27.031,0,"Orthogonal",56.716,0,-5,4.77766666666667,0,-8,3.97845
"HMOWY","111","Orth-Full","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","3","3","2","","no",7.72766666666667,"1","chrome","1440","789","online-replication",0.110249064660829,10.8605769230769,-0.646250808015514,0,0,0,1,-10.5,0.0769230769230769,5.63901666666667,26.0262307692308,5.521,59.158,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",8.476,0,-0.5,"?",5.521,0,"Orthogonal",36.275,0,"Orthogonal",55.769,0,-4.5,1.4475,1,-6,4.19151666666667
"HQDQA","115","Orth-Grid","winter22","asynch","Female",20,"English","Third","United States of America","I tried my best on each question","3","4","5","I think that knowing what part of the task we found hardest/easiest would show how we felt about this study.","No",21.7207166666667,"1","chrome","1536","754","online-replication",0.57615815556992,11.9230769230769,-0.723173884938591,0,0,1,1,-11,0.0769230769230769,8.92168333333333,41.177,13.282,98.339,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",40.619,1,1,"Triangular",98.339,0,"Orthogonal",23.408,0,"Orthogonal",50.285,1,-3,3.83431666666667,0,-8,5.08736666666667
"HTMPG","114","Orth-Sparse","summer22","asynch","Female",20,"Cantonese","Third","China","I tried my best on each question","2","4","3","","",54.2922333333333,"3","chrome","1920","937","online-replication",-0.514750935339171,11.5,-0.146250808015514,0,0,0,0,-12.5,0,9.7712,45.0978461538462,12.714,101.57,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",20.007,0,-1,"Orthogonal",81.067,0,"Orthogonal",26.291,0,"Orthogonal",58.205,0,-4.5,2.61691666666667,0,-8,7.15428333333333
"HUVEA","115","Orth-Grid","summer22","asynch","Female",18,"English","First","US","I tried my best on most questions","4","2","2","nothing much ","no",5.4577,"1","chrome","1303","714","online-replication",0.367334626158156,8.00175339366516,-0.131017022193493,0,0,1,1,-8,0.0769230769230769,3.11123333333333,14.3595384615385,5.781,22.653,1,8,1,0,3,1,3,0,0,-1,"Orthogonal",11.948,1,1,"Triangular",22.653,0,"Orthogonal",14.814,0,"?",16.663,1,-1.5,1.23858333333333,0,-6.5,1.87265
"HUXZ9","114","Orth-Sparse","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question","3","3","4","","",17.3679666666667,"2","chrome","1680","863","online-replication",0.509491488903254,10.7802197802198,-0.723173884938591,0,0,1,1,-10.5,0.0769230769230769,10.8587666666667,50.1173846153846,8.304,98.038,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",78.177,1,1,"Triangular",96.891,0,"Orthogonal",19.577,0,"Orthogonal",98.038,1,-3,5.06948333333333,0,-7.5,5.78928333333333
"HYHQ0","114","Orth-Sparse","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question","3","3","4","","",20.53435,"3","chrome","1440","821","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,12.3673833333333,57.0802307692308,9.42,147.095,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",42.45,0,-1,"Orthogonal",145.449,0,"Orthogonal",30.479,0,"Orthogonal",90.682,0,-5,4.73166666666667,0,-8,7.63571666666667
"J1JP6","111","Orth-Full","spring18","lab-synch","Male",25,"English","Other","USA","NULL","NULL","NULL","NULL","NULL","NULL",22.1772333333333,"NULL","NULL","NULL","NULL","laboratory",0.63865815556992,10.9375,0.416249191984486,0,0,1,1,-10,0.0769230769230769,18.1435666666667,83.7395384615385,12.773,271.668,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",37.619,0,0,"blank",271.668,0,"Orthogonal",39.89,0,"Orthogonal",58.584,0,-4,10.81705,1,-6,7.32651666666667
"J2AV9","111","Orth-Full","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions","3","4","4","","",253.837566666667,"2","chrome","1368","793","online-replication",0.110249064660829,10.875,0.916249191984486,0,0,0,1,-9.5,0.0769230769230769,26.8176166666667,123.773615384615,14.246,405.068,1,11,1,0,0,1,0,0,0,-1,"Orthogonal",30.305,0,-1,"Orthogonal",165.684,0,"Orthogonal",151.008,0,"Orthogonal",405.068,0,-5,6.96255,1,-4.5,19.8550666666667
"J532N","115","Orth-Grid","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","5","3","3","","",8.1621,"1","chrome","1440","821","online-replication",-0.591674012262248,9.68498168498168,-0.717679379444085,0,0,0,0,-11.5,0,5.3477,24.6816923076923,6.953,48.743,0,10,0,0,3,0,3,0,0,-0.5,"?",23.048,0,-0.5,"?",24.897,0,"Orthogonal",18.957,0,"Orthogonal",44.927,0,-4,2.10825,0,-7.5,3.23945
"J994U","111","Orth-Full","spring18","lab-synch","Male",20,"English","Third","Sri Lanka","NULL","NULL","NULL","NULL","NULL","NULL",13.30185,"NULL","NULL","NULL","NULL","laboratory",-0.573574464750935,12.4411764705882,-0.205074337427279,0,0,0,0,-13,0,8.96605,41.3817692307692,8.398,102.175,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",22.853,0,-1,"Orthogonal",102.175,0,"Orthogonal",24.121,0,"Orthogonal",28.726,0,-5,4.01656666666667,0,-8,4.94948333333333
"JFFAY","111","Orth-Full","fall17","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",17.2570833333333,"NULL","NULL","NULL","NULL","laboratory",-0.431417602005837,12,-0.069327731092437,0,1,0,0,-12,0,12.2372333333333,56.4795384615385,11.472,186.786,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",13.167,0,-1,"Orthogonal",186.786,0,"Orthogonal",23.171,0,"Orthogonal",110.927,0,-4,6.47425,0,-8,5.76298333333333
"JG9E6","114","Orth-Sparse","summer22","asynch","Female",23,"English","Fifth","America","I tried my best on each question","4","3","5"," I have had experiences working shifts that are clock in and clock out times and dates. ","None",6.9798,"1","chrome","1440","900","online-replication",0.421991488903254,2.52689075630252,0.620906054729584,0,0,0,1,-6,0.0769230769230769,3.77536666666667,17.4247692307692,2.726,53.323,1,4,1,0,7,1,7,0,0,-1,"Orthogonal",9.583,0,-0.5,"frenzy",16.775,0,"Orthogonal",40.191,0,"?",53.323,0,-2.5,1.34055,1,-3.5,2.43481666666667
"JMOG6","114","Orth-Sparse","summer22","asynch","Male",20,"English","Fourth","USA","I tried my best on most questions","5","3","2","Possibly make the image bigger, it was somewhat difficult to see","No",18.6789,"1","chrome","1440","789","online-replication",-0.664750935339171,8.09688644688645,-0.389840551605257,0,0,0,0,-10,0,14.9959333333333,69.212,8.953,532.933,0,9,1,0,3,1,3,0,0,-1,"Orthogonal",9.018,0,-0.5,"?",74.379,0,"Orthogonal",21.385,0,"Orthogonal",38.528,0,-2.5,2.42626666666667,0,-7.5,12.5696666666667
"JPGBL","111","Orth-Full","winter22","asynch","Male",18,"Mandarin","First","United States","I tried my best on each question","2","5","4","It was fun.","No.",5.29516666666667,"1","chrome","1536","754","online-replication",12.5,-0.47384184443008,7.75641025641026,0,0,12,13,13,1,2.7929,12.8903076923077,4.763,36.971,13,0,0,0,0,0,0,0,1,1,"Triangular",28.449,1,1,"Triangular",19.791,1,"Triangular",15.803,1,"Triangular",9.174,5,5,1.13753333333333,8,8,1.65536666666667
"JX5XC","111","Orth-Full","winter22","asynch","Female",19,"Mandarin","First","china","I tried my best on most questions","3","3","3","none","no",7.84631666666667,"1","chrome","1504","892","online-replication",0.285946161681456,0.873470157293687,3.18049328122858,0,0,0,0,-3.5,0,3.76398333333333,17.3722307692308,3.858,91.802,0,2,4,0,7,4,7,0,0,0.5,"Tversky",7.557,0,-0.5,"?",5.193,0,"Orthogonal",23.335,0,"Tversky",91.802,0,-0.5,0.423733333333333,0,-3,3.34025
"JY80S","115","Orth-Grid","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on most questions","1","2","3","I was slightly confused at the beginning but I thing I got it after 2 questions","no",12.7406833333333,"1","chrome","1536","714","online-replication",8.71474358974359,3.75949148890325,4.31639194139194,0,0,9,9,5,0.692307692307692,7.26581666666667,33.5345384615385,9.626,138.697,9,4,0,0,0,0,0,0,0,-1,"Orthogonal",38.879,1,1,"Triangular",16.288,0,"Orthogonal",15.463,1,"Triangular",13.333,2,-1,3.02715,7,6,4.23866666666667
"JYHJA","114","Orth-Sparse","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question","3","3","3","","no",26.0635833333333,"2","chrome","1440","789","online-replication",-0.514750935339171,10.8605769230769,0.339326115061409,0,0,0,0,-11,0,14.7695833333333,68.1673076923077,14.702,169.445,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",78.838,0,-0.5,"?",152.14,0,"Orthogonal",33.243,0,"Orthogonal",145.756,0,-4.5,7.5796,0,-6.5,7.18998333333333
"K09XP","114","Orth-Sparse","summer22","asynch","Female",21,"Mandarin","Third","China","I tried my best on each question","3","4","2","","",8.91531666666667,"1","chrome","1440","789","online-replication",0.051915731327496,12.4333333333333,-0.146250808015514,0,0,1,1,-11,0.0769230769230769,5.48728333333333,25.3259230769231,4.981,90.758,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",23.307,0,-1,"Orthogonal",90.758,0,"Orthogonal",15.113,0,"Orthogonal",19.271,0,-5,2.99695,1,-6,2.49033333333333
"K4Z4R","115","Orth-Grid","summer22","asynch","Female",29,"English","Fourth","United States","I tried my best on most questions","4","2","2","","",14.0939833333333,"1","chrome","1440","730","online-replication",3.57797619047619,0.61365815556992,1.58663003663004,0,0,2,2,-2,0.153846153846154,9.56141666666667,44.1296153846154,12.107,83.217,2,1,2,0,8,2,8,0,0,-0.5,"?",73.479,1,1,"Triangular",33.482,0,"?",59.868,0,"Tversky",28.297,1,-1.5,3.50781666666667,1,-0.5,6.0536
"K8UXT","115","Orth-Grid","summer22","asynch","Female",20,"English","Third","united states","I tried my best on each question","1","5","5","","",9.22718333333333,"1","chrome","1440","789","online-replication",-0.437827858416094,12,-0.0748222365869425,0,0,0,0,-12,0,6.53311666666667,30.1528461538462,7.438,124.456,0,12,0,0,1,0,0,1,0,0,"blank",13.725,0,-1,"Orthogonal",124.456,0,"Orthogonal",19.621,0,"Orthogonal",44.082,0,-4,3.38675,0,-8,3.14636666666667
"K9F7P","111","Orth-Full","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","4","3","4","I didn't understand the description on the graph's X axis for a while. How it was supposed to be both the start and end times. That messed up a lot of the early questions.","",16.2059166666667,"2","chrome","1368","801","online-replication",8.61355311355311,1.44282482223659,4.21520146520147,0,0,9,9,6,0.692307692307692,10.8908333333333,50.2653846153846,6.9,168.835,9,2,0,0,2,0,2,0,0,-1,"Orthogonal",67.362,1,1,"Triangular",168.835,1,"Triangular",48.691,1,"Triangular",14.791,1,-2,7.8772,8,8,3.01363333333333
"K9W47","115","Orth-Grid","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","5","2","1","it hurt my eyes. ","no",5.92441666666667,"1","chrome","1440","764","online-replication",-0.102250935339171,7.56842006033183,0.913730876966171,0,0,0,0,-9,0,3.25405,15.0186923076923,4.872,28.148,0,9,1,0,3,2,2,0,0,-1,"Orthogonal",12.166,0,-0.5,"?",14.404,0,"Orthogonal",12.187,0,"Orthogonal",23.674,0,-3,1.04951666666667,0,-6,2.20453333333333
"KBAV1","111","Orth-Full","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on each question","2","4","4","","Nope",11.9576166666667,"1","chrome","1368","761","online-replication",-1.08141760200584,12.4333333333333,-0.146250808015514,0,0,0,0,-13,0,7.9757,36.8109230769231,8.944,83.022,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",28.991,0,-1,"Orthogonal",72.761,0,"Orthogonal",29.502,0,"Orthogonal",24.991,0,-5,3.05961666666667,0,-8,4.91608333333333
"KBQUZ","115","Orth-Grid","summer22","asynch","Female",26,"English","Fourth","United States","I tried my best on each question","3","4","2","The cross hatched lines were the most confusing part of the schedule. ","No",12.1527833333333,"2","chrome","1600","752","online-replication",-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,5.05798333333333,23.3445384615385,6.851,62.111,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",14.786,0,-1,"Orthogonal",62.111,0,"Orthogonal",30.839,0,"Orthogonal",21.095,0,-5,2.01056666666667,0,-7.5,3.04741666666667
"KC3AQ","114","Orth-Sparse","winter22","asynch","Female",20,"English","Third","usa","I tried my best on each question","3","3","3","","",5.44913333333333,"1","chrome","1440","682","online-replication",-0.145270415858651,4.13508672699849,0.0975544063779358,0,0,1,1,-5.5,0.0769230769230769,2.95425,13.635,4.948,30.656,1,5,2,0,5,2,5,0,0,-1,"Orthogonal",16.655,1,1,"Triangular",25.845,0,"Tversky",22.279,0,"?",4.948,1,-1,1.2148,0,-4.5,1.73945
"KD07H","115","Orth-Grid","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on each question","4","3","5","I knew I had messed up on the first part when the questions were worded differently in the first part ","",18.37105,"3","chrome","1440","789","online-replication",0.492824822236587,9.76057692307692,-0.389840551605257,0,0,1,1,-9,0.0769230769230769,10.0578666666667,46.4209230769231,13.635,104.063,1,10,1,0,1,1,1,0,0,-1,"Orthogonal",27.85,1,1,"Triangular",44.521,0,"Orthogonal",31.472,0,"Orthogonal",72.88,1,-1.5,3.68238333333333,0,-7.5,6.37548333333333
"KLYG7","111","Orth-Full","fall17","lab-synch","Male",18,"English","Second","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",16.7382333333333,"NULL","NULL","NULL","NULL","laboratory",-1.49104963663787,4.15837912087912,1.32330047403577,0,0,0,0,-6.5,0,10.2098833333333,47.1225384615385,7.002,139.831,0,6,2,0,5,2,3,2,0,-1,"Orthogonal",36.381,0,-0.5,"?",22.418,0,"Orthogonal",43.064,0,"Orthogonal",23.126,0,-2,4.66018333333333,0,-4.5,5.5497
"KPV5Q","115","Orth-Grid","summer22","asynch","Female",21,"Mandarin","Third","China","I tried my best on each question","1","5","5","I think so far so good, don't have any other suggestions so far","No",11.4181666666667,"2","chrome","1440","732","online-replication",12.7333333333333,0.316634346046111,8.08974358974359,0,0,12,12,11.5,0.923076923076923,4.70021666666667,21.6933076923077,8.917,65.022,12,0,0,0,1,0,1,0,1,1,"Triangular",41.377,1,1,"Triangular",25.927,1,"Triangular",30.05,1,"Triangular",18.956,5,5,1.6906,7,6.5,3.00961666666667
"KSZRJ","114","Orth-Sparse","winter22","asynch","Male",21,"Arabic","Fourth","United States","I tried my best on most questions","3","3","3","all good","no",1.1558,"1","chrome","1440","821","online-replication",-0.230769230769231,-0.166666666666667,-0.214285714285714,0,0,0,0,-0.5,0,0.228216666666667,1.05330769230769,0.342,6.553,0,0,0,0,13,0,1,12,0,-0.5,"?",6.553,0,0,"blank",1.294,0,"blank",0.822,0,"blank",0.355,0,-0.5,0.166466666666667,0,0,0.06175
"KYTVX","111","Orth-Full","spring18","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.7712333333333,"NULL","NULL","NULL","NULL","laboratory",-0.455927405927406,12,-0.0874272786037492,0,0,0,0,-12,0,8.18026666666667,37.7550769230769,10.433,99.109,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",41.493,0,-1,"Orthogonal",75.444,0,"Orthogonal",14.113,0,"Orthogonal",36.166,0,-5,3.21835,0,-7,4.96191666666667
"KZ2V2","114","Orth-Sparse","summer22","asynch","Female",25,"Korean","Fourth","South Korea","I tried my best on each question","1","5","5","","",11.0853666666667,"1","chrome","1305","680","online-replication",-0.952250935339171,12,-0.0874272786037492,0,0,0,0,-13,0,6.7766,31.2766153846154,10.027,96.011,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",96.011,0,-1,"Orthogonal",49.103,0,"Orthogonal",27.597,0,"Orthogonal",39.55,0,-5,3.47875,0,-8,3.29785
"L0W0F","111","Orth-Full","spring18","lab-synch","Female",28,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.4247,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.17576666666667,28.5035384615385,7.994,112.983,13,0,0,0,0,0,0,0,1,1,"Triangular",112.983,1,1,"Triangular",13.877,1,"Triangular",47.76,1,"Triangular",23.736,5,5,2.6276,8,8,3.54816666666667
"L2T50","115","Orth-Grid","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question","4","2","3","I believe I may have messed up in the first half of the session because I was unsure if I was right or not. However, as mentioned above, I really did try my best. ","",23.0900166666667,"2","chrome","1440","821","online-replication",0.00472958414134886,7.55581501831502,-0.491031027795734,0,0,1,1,-8.5,0.0769230769230769,13.34605,61.5971538461538,8.797,124.291,1,8,0,0,4,0,3,1,0,-1,"Orthogonal",15.227,1,1,"Triangular",80.831,0,"?",97.63,0,"Orthogonal",95.214,1,-2.5,4.24721666666667,0,-6,9.09883333333333
"L3705","114","Orth-Sparse","winter22","asynch","Male",21,"English","Fourth","USA","I tried my best on each question","3","3","4","I didn't fully understand how the chart worked until bit in. I think I assumed that both diagonals were start and end times, but I figured it out eventually.","ADHD maybe?",10.1385666666667,"1","chrome","1920","958","online-replication",12.8397435897436,-0.707175177763413,8.58974358974359,0,0,11,11,12,0.846153846153846,4.73906666666667,21.8726153846154,9.022,48.676,11,0,2,0,0,2,0,0,0,0.5,"Tversky",38.552,1,1,"Triangular",36.822,1,"Triangular",19.609,1,"Triangular",14.127,3,4,2.26011666666667,8,8,2.47895
"L3U0P","114","Orth-Sparse","summer22","asynch","Female",20,"English","Third","US","I tried my best on each question","3","3","4","","",28.61965,"2","chrome","1425","694","online-replication",-1.09457013574661,5.44950980392157,0.666249191984486,0,0,0,0,-7.5,0,19.91455,91.9133076923077,7.227,534.658,0,7,1,0,5,1,2,3,0,-1,"Orthogonal",34.783,0,0,"blank",20.117,0,"Orthogonal",61.211,0,"Orthogonal",130.653,0,-1.5,2.40238333333333,0,-6,17.5121666666667
"L627C","115","Orth-Grid","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","2","3","4","I feel that I didn't realize certain mistakes I made until a bit later in the survey because I may have misinterpreted the y-axis in reference to the x-axis ","no",16.742,"1","chrome","1440","696","online-replication",-0.586179506767742,11.8397435897436,-0.717679379444085,0,0,0,0,-12.5,0,11.7821666666667,54.3792307692308,12.732,147.698,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",22.157,0,-0.5,"?",107.413,0,"Orthogonal",19.125,0,"Orthogonal",85.745,0,-4.5,3.41926666666667,0,-8,8.3629
"L98AS","111","Orth-Full","winter22","asynch","Female",19,"Spanish","First","Mexico","I tried my best on most questions","3","2","1","","",13.1033666666667,"1","chrome","1440","789","online-replication",-0.514750935339171,10.8605769230769,0.339326115061409,0,0,0,0,-11,0,8.65163333333333,39.9306153846154,9.835,92.174,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",30.134,0,-0.5,"?",92.174,0,"Orthogonal",22.961,0,"Orthogonal",57.453,0,-4.5,4.20791666666667,0,-6.5,4.44371666666667
"LC4NL","114","Orth-Sparse","winter22","asynch","Female",21,"English","Third","US","I tried my best on each question","3","4","3","I'm not sure how well I did. I feel like I may have done better on when shifts started and ended, but I don't feel as confident with the questions on breaks. I feel like those confused me and my brain couldn't figure it out.","no",23.9754833333333,"3","chrome","1504","892","online-replication",10.7071678321678,0.459491488903254,7.22850678733032,0,0,10,10,9.5,0.769230769230769,13.43665,62.0153076923077,8.628,289.105,10,0,0,0,3,1,2,0,0,0.5,"both tri + orth",120.937,0,-0.5,"?",289.105,1,"Triangular",71.579,0,"?",105.906,3,3,8.03636666666667,7,6.5,5.40028333333333
"LDO4C","111","Orth-Full","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","3","2","1","","",6.63695,"1.5","chrome","1440","789","online-replication",1.54407259407259,11.8605769230769,0.829239388062918,0,0,0,0,-9,0,4.25341666666667,19.6311538461538,4.322,45.697,0,10,0,0,3,2,0,1,0,-1,"Orthogonal",8.949,0,0.5,"both tri + orth",23.7,0,"Orthogonal",17.514,0,"Orthogonal",42.688,0,-3.5,1.16931666666667,0,-5.5,3.0841
"LNRTX","114","Orth-Sparse","summer22","asynch","Female",22,"English","Fourth","美国","I tried my best on most questions","3","3","3","","",4.45983333333333,"2","chrome","1920","969","online-replication",0.276425535249065,0.250072721396251,1.2392210730446,0,0,0,0,-5.5,0,1.9882,9.17630769230769,1.804,26.262,0,2,2,0,9,2,9,0,0,-1,"Orthogonal",21.728,0,-0.5,"?",2.583,0,"Orthogonal",21.594,0,"?",2.181,0,-3,1.15778333333333,0,-2.5,0.830416666666667
"LO5PT","111","Orth-Full","winter22","asynch","Female",22,"English","Third","usa","I tried my best on most questions","3","3","2","","",7.54556666666667,"1","chrome","1440","776","online-replication",-0.514750935339171,12.5,-0.146250808015514,0,0,0,0,-13,0,5.71251666666667,26.3654615384615,6.595,74.766,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",13.828,0,-1,"Orthogonal",74.766,0,"Orthogonal",23.957,0,"Orthogonal",23.536,0,-5,2.6097,0,-8,3.10281666666667
"LR36O","115","Orth-Grid","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question","2","4","2","","",13.4212166666667,"1","chrome","1440","694","online-replication",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,7.27175,33.5619230769231,6.736,128.364,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",6.736,0,-1,"Orthogonal",128.364,0,"Orthogonal",23.176,0,"Orthogonal",29.586,0,-5,3.50061666666667,0,-8,3.77113333333333
"LS40A","114","Orth-Sparse","winter22","asynch","Female",22,"Cantonese","Third","Hong Kong","I tried my best on most questions","3","3","3","","No",11.73595,"2","chrome","1440","789","online-replication",0.421396250808016,9.65641025641026,-0.461269123033829,0,0,1,1,-9,0.0769230769230769,8.48155,39.1456153846154,10.381,108.656,1,10,1,0,1,1,1,0,0,-1,"Orthogonal",29.211,1,1,"Triangular",25.784,0,"Orthogonal",64.853,0,"Orthogonal",42.353,1,-1,2.18975,0,-8,6.2918
"LUAJV","114","Orth-Sparse","winter22","asynch","Male",20,"English","Third","USA","I tried my best on most questions","5","4","2","","",6.92908333333333,"1","chrome","1536","722","online-replication",-0.523679506767742,11.4230769230769,-0.735778926955398,0,0,0,0,-12.5,0,4.61405,21.2956153846154,4.462,40.911,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",18.226,0,-0.5,"?",40.219,0,"Orthogonal",12.14,0,"Orthogonal",17.787,0,-4.5,1.85778333333333,0,-8,2.75626666666667
"LY8BF","111","Orth-Full","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on each question","3","3","5","","no",21.3511,"1","chrome","1241","764","online-replication",-0.677088597676833,9.62066365007541,-0.871525533290239,0,0,0,0,-11.5,0,16.5815166666667,76.5300769230769,8.825,290.149,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",38.258,0,-0.5,"?",109.704,0,"Orthogonal",50.789,0,"Orthogonal",97.564,0,-4,4.05881666666667,0,-7.5,12.5227
"LYQ1C","114","Orth-Sparse","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on most questions","2","3","2","","",11.0680666666667,"1","chrome","1440","821","online-replication",0.57615815556992,11.9230769230769,-0.723173884938591,0,0,1,1,-11,0.0769230769230769,6.55913333333333,30.2729230769231,9.475,69.466,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",31.089,1,1,"Triangular",69.466,0,"Orthogonal",16.467,0,"Orthogonal",32.157,1,-3,3.0467,0,-8,3.51243333333333
"M12WR","115","Orth-Grid","summer22","asynch","Male",18,"Spanish","First","United States","I tried my best on each question","4","4","5","The design pattern of the graph made it harder to read the graph, but made when breaks and shifts end easier to tell. ","No",21.7854833333333,"1","chrome","1920","1089","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,11.7058,54.0267692307692,6.311,190.462,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",30.504,0,-1,"Orthogonal",190.462,0,"Orthogonal",26.658,0,"Orthogonal",95.964,0,-5,5.75375,0,-8,5.95205
"M1REU","111","Orth-Full","fall17","lab-synch","Male",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.8817666666667,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,8.76433333333333,40.4507692307692,11.016,126.993,13,0,0,0,0,0,0,0,1,1,"Triangular",71.453,1,1,"Triangular",44.82,1,"Triangular",59.71,1,"Triangular",40.241,5,5,3.29831666666667,8,8,5.46601666666667
"M5UZ2","114","Orth-Sparse","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question","2","4","3","maybe just clarification on like the x axis title ","",24.1404,"1","chrome","1440","727","online-replication",-0.586179506767742,9.75641025641026,-0.794602456367162,0,0,0,0,-11,0,15.3081833333333,70.6531538461538,10.672,319.188,0,10,0,0,3,0,2,1,0,-1,"Orthogonal",17.993,0,-0.5,"?",319.188,0,"Orthogonal",19.507,0,"Orthogonal",216.787,0,-3,6.87778333333333,0,-8,8.4304
"MAZUR","111","Orth-Full","winter22","asynch","Other-Not Listed",21,"English","Fourth","US","I tried my best on each question","3","1","3","Nothing, honestly, I'm just dumb and read the chart incorrectly.","N/A",12.8114666666667,"1","chrome","1920","969","online-replication",0.610249064660829,11.8666666666667,0.638062917474682,0,0,1,1,-11,0.0769230769230769,9.00658333333333,41.5688461538462,6.788,135.069,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",19.116,0,-1,"Orthogonal",135.069,0,"Orthogonal",30.006,1,"Triangular",125.409,0,-5,3.8506,1,-6,5.15598333333333
